武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,部队摩托化时卡车成本系数,部队非摩托化时卡车成本系数,血量,突破（10阶段）,堑壕防御,对地硬攻（10阶段）,对地软攻（10阶段）,对海伤害（10阶段）,武器定位
防空自行火炮,二战,1300,0.002,0.006,32,36.858,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,48.0000=48.0000=48.0000=48.0000=52.8000=67.2000=81.6000=96.0000=81.6000=67.2000,0.300,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,10.4,0.125,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,3.8880=3.8880=3.8880=4.6656=6.7392=8.8128=10.8864=12.9600=10.8864=8.8128,14.4000=14.4000=14.4000=14.4000=28.8000=43.2000=57.6000=72.0000=57.6000=43.2000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.128=2.153=3.178=4.203=5.126=4.87=4.203=3.178=2.153=1.128,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,89,10,0.12,0.02,38.728,16.704,0.00,17.2800=17.2800=17.2800=23.0400=46.0800=69.1200=92.1600=115.2000=92.1600=69.1200,23.0400=23.0400=23.0400=23.0400=46.0800=69.1200=92.1600=115.2000=92.1600=69.1200,1.353=3.609=6.202=8.119=11.277=9.924=6.992=4.285=2.255=1.128,1
防空自行火炮,冷战,4500,0.002,0.006,32,43.439,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,72.0000=72.0000=72.0000=72.0000=79.2000=100.8000=122.4000=144.0000=122.4000=100.8000,0.450,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,52.2,0.626,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,5.8320=5.8320=5.8320=6.9984=10.1088=13.2192=16.3296=19.4400=16.3296=13.2192,21.6000=21.6000=21.6000=21.6000=43.2000=64.8000=86.4000=108.0000=86.4000=64.8000,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.892=3.612=5.332=7.052=8.6=8.17=7.052=5.332=3.612=1.892,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,89,15,0.12,0.02,43.832,25.056,0.00,25.9200=25.9200=25.9200=34.5600=69.1200=103.6800=138.2400=172.8000=138.2400=103.6800,34.5600=34.5600=34.5600=34.5600=69.1200=103.6800=138.2400=172.8000=138.2400=103.6800,2.27=6.055=10.406=13.623=18.921=16.65=11.731=7.19=3.784=1.892,1
防空自行火炮,现代,32000,0.002,0.006,32,51.912,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,120.0000=120.0000=120.0000=120.0000=132.0000=168.0000=204.0000=240.0000=204.0000=168.0000,0.750,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,512,6.144,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,9.7200=9.7200=9.7200=11.6640=16.8480=22.0320=27.2160=32.4000=27.2160=22.0320,36.0000=36.0000=36.0000=36.0000=72.0000=108.0000=144.0000=180.0000=144.0000=108.0000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,3.171=6.055=8.938=11.821=14.416=13.695=11.821=8.938=6.055=3.171,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,89,20,0.12,0.02,50.615,41.760,0.00,43.2000=43.2000=43.2000=57.6000=115.2000=172.8000=230.4000=288.0000=230.4000=172.8000,57.6000=57.6000=57.6000=57.6000=115.2000=172.8000=230.4000=288.0000=230.4000=172.8000,3.806=10.149=17.443=22.835=31.715=27.909=19.663=12.052=6.343=3.171,1
便携式防空导弹,冷战,200,0.002,0.006,1,40.509,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,0.6750=0.7425=0.9450=1.1475=1.3500=1.1475=0.9450=0.7425=0.6750=0.6750,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,2.32,0.028,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400,0.1822=0.2430=0.3645=0.4860=0.6075=0.4860=0.3645=0.2430=0.1822=0.1822,0.2700=0.3375=0.6750=1.0125=1.3500=1.0125=0.6750=0.3375=0.2700=0.2700,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,3.346=6.388=9.43=12.471=15.209=14.448=12.471=9.43=6.388=3.346,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=4.59=11.475=22.95=39.015=45.9=41.31=32.13=18.36=9.18,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,2,4,0,0,40.102,0.261,0.00,0.5062=0.8438=1.6875=2.5312=3.3750=2.5312=1.6875=0.8438=0.5062=0.5062,0.2700=0.3375=0.6750=1.0125=1.3500=1.0125=0.6750=0.3375=0.2700=0.2700,1.506=4.015=6.901=9.034=12.547=11.042=7.779=4.768=2.509=1.255,0
便携式防空导弹,现代,500,0.002,0.006,1,47.957,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,1.1250=1.2375=1.5750=1.9125=2.2500=1.9125=1.5750=1.2375=1.1250=1.1250,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,8,0.096,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400,0.3037=0.4050=0.6075=0.8100=1.0125=0.8100=0.6075=0.4050=0.3037=0.3037,0.4500=0.5625=1.1250=1.6875=2.2500=1.6875=1.1250=0.5625=0.4500=0.4500,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,5.293=10.105=14.918=19.73=24.061=22.858=19.73=14.918=10.105=5.293,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=5.44=13.6=27.2=46.24=54.4=48.96=38.08=21.76=10.88,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,2,4,0,0,45.581,0.435,0.00,0.8438=1.4062=2.8125=4.2188=5.6250=4.2188=2.8125=1.4062=0.8438=0.8438,0.4500=0.5625=1.1250=1.6875=2.2500=1.6875=1.1250=0.5625=0.4500=0.4500,2.382=6.352=10.917=14.292=19.85=17.468=12.307=7.543=3.97=1.985,0
轮式装甲车,一战,300,0.002,0.006,14,32.481,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,18.9000=20.7900=26.4600=32.1300=37.8000=32.1300=26.4600=20.7900=18.9000=18.9000,0.480,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,1.8,0.022,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,3.4020=4.5360=6.8040=9.0720=11.3400=9.0720=6.8040=4.5360=3.4020=3.4020,4.5360=5.6700=11.3400=17.0100=22.6800=17.0100=11.3400=5.6700=4.5360=4.5360,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.691=1.319=1.947=2.575=3.14=2.983=2.575=1.947=1.319=0.691,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,39,8,0.12,0.02,40.976,17.539,0.00,17.0100=28.3500=56.7000=85.0500=113.4000=85.0500=56.7000=28.3500=17.0100=17.0100,15.1200=18.9000=37.8000=56.7000=75.6000=56.7000=37.8000=18.9000=15.1200=15.1200,0.829=2.211=3.8=4.974=6.909=6.08=4.283=2.625=1.382=0.691,2
轮式装甲车,二战,400,0.002,0.006,14,35.748,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,31.5000=34.6500=44.1000=53.5500=63.0000=53.5500=44.1000=34.6500=31.5000=31.5000,0.800,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,3.2,0.038,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,5.6700=7.5600=11.3400=15.1200=18.9000=15.1200=11.3400=7.5600=5.6700=5.6700,7.5600=9.4500=18.9000=28.3500=37.8000=28.3500=18.9000=9.4500=7.5600=7.5600,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.961=1.835=2.709=3.583=4.369=4.151=3.583=2.709=1.835=0.961,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,39,15,0.12,0.02,43.316,29.232,0.00,28.3500=47.2500=94.5000=141.7500=189.0000=141.7500=94.5000=47.2500=28.3500=28.3500,25.2000=31.5000=63.0000=94.5000=126.0000=94.5000=63.0000=31.5000=25.2000=25.2000,1.153=3.076=5.287=6.921=9.612=8.459=5.96=3.653=1.922=0.961,2
轮式装甲车,冷战,1200,0.002,0.006,14,42.182,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,47.2500=51.9750=66.1500=80.3250=94.5000=80.3250=66.1500=51.9750=47.2500=47.2500,1.200,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,13.92,0.167,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,8.5050=11.3400=17.0100=22.6800=28.3500=22.6800=17.0100=11.3400=8.5050=8.5050,11.3400=14.1750=28.3500=42.5250=56.7000=42.5250=28.3500=14.1750=11.3400=11.3400,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.619=3.09=4.562=6.033=7.358=6.99=6.033=4.562=3.09=1.619,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,39,20,0.12,0.02,48.232,43.848,0.00,42.5250=70.8750=141.7500=212.6250=283.5000=212.6250=141.7500=70.8750=42.5250=42.5250,37.8000=47.2500=94.5000=141.7500=189.0000=141.7500=94.5000=47.2500=37.8000=37.8000,1.942=5.18=8.903=11.654=16.187=14.244=10.036=6.151=3.237=1.619,2
轮式装甲车,现代,3500,0.002,0.006,14,49.8,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,78.7500=86.6250=110.2500=133.8750=157.5000=133.8750=110.2500=86.6250=78.7500=78.7500,2.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,56,0.672,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,14.1750=18.9000=28.3500=37.8000=47.2500=37.8000=28.3500=18.9000=14.1750=14.1750,18.9000=23.6250=47.2500=70.8750=94.5000=70.8750=47.2500=23.6250=18.9000=18.9000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,2.538=4.845=7.152=9.459=11.536=10.959=9.459=7.152=4.845=2.538,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,39,25,0.12,0.02,53.927,73.080,0.00,70.8750=118.1250=236.2500=354.3750=472.5000=354.3750=236.2500=118.1250=70.8750=70.8750,63.0000=78.7500=157.5000=236.2500=315.0000=236.2500=157.5000=78.7500=63.0000=63.0000,3.045=8.121=13.958=18.273=25.379=22.334=15.735=9.644=5.076=2.538,2
履带式步兵战车,冷战,3500,0.002,0.006,16,43.2,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,90.0000=99.0000=126.0000=153.0000=180.0000=153.0000=126.0000=99.0000=90.0000=90.0000,3.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,40.6,0.487,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200,24.3000=32.4000=48.6000=64.8000=81.0000=64.8000=48.6000=32.4000=24.3000=24.3000,25.9200=32.4000=64.8000=97.2000=129.6000=97.2000=64.8000=32.4000=25.9200=25.9200,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.84=3.513=5.185=6.858=8.364=7.945=6.858=5.185=3.513=1.84,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,44,15,0.12,0.02,49.527,83.520,0.00,97.2000=162.0000=324.0000=486.0000=648.0000=486.0000=324.0000=162.0000=97.2000=97.2000,86.4000=108.0000=216.0000=324.0000=432.0000=324.0000=216.0000=108.0000=86.4000=86.4000,2.208=5.888=10.12=13.248=18.4=16.192=11.408=6.992=3.68=1.84,2
履带式步兵战车,现代,8500,0.002,0.006,16,50.646,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,150.0000=165.0000=210.0000=255.0000=300.0000=255.0000=210.0000=165.0000=150.0000=150.0000,5.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,136,1.632,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200,40.5000=54.0000=81.0000=108.0000=135.0000=108.0000=81.0000=54.0000=40.5000=40.5000,43.2000=54.0000=108.0000=162.0000=216.0000=162.0000=108.0000=54.0000=43.2000=43.2000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,2.792=5.33=7.868=10.406=12.69=12.055=10.406=7.868=5.33=2.792,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,44,20,0.12,0.02,55.004,139.200,0.00,162.0000=270.0000=540.0000=810.0000=1080.0000=810.0000=540.0000=270.0000=162.0000=162.0000,144.0000=180.0000=360.0000=540.0000=720.0000=540.0000=360.0000=180.0000=144.0000=144.0000,3.35=8.934=15.355=20.101=27.918=24.567=17.309=10.609=5.584=2.792,2
无人机,现代,8000,0.002,0.006,2,50.588,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,1.5000=1.5000=1.5000=1.6500=2.1000=2.5500=3.0000=2.5500=2.1000=1.6500,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,128,1.536,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3600=0.3600=0.3600=0.3600=0.5400=0.7200=0.9000=0.7200=0.5400=0.3600,1.0125=1.0125=1.2150=1.7550=2.2950=2.8350=3.3750=2.8350=2.2950=1.7550,9.0000=9.0000=9.0000=18.0000=27.0000=36.0000=45.0000=36.0000=27.0000=18.0000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,2.774=5.297=7.819=10.341=12.611=11.98=10.341=7.819=5.297=2.774,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,5,160,0,0,48.93,0.870,0.00,3.3750=3.3750=4.5000=9.0000=13.5000=18.0000=22.5000=18.0000=13.5000=9.0000,4.5000=4.5000=4.5000=9.0000=13.5000=18.0000=22.5000=18.0000=13.5000=9.0000,3.329=8.878=15.259=19.976=27.744=24.415=17.201=10.543=5.549=2.774,3
陆军直升机,冷战,6000,0.002,0.006,16,43.714,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,18.0000=18.0000=19.8000=25.2000=30.6000=36.0000=30.6000=25.2000=19.8000=18.0000,0.450,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,69.6,0.835,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3400=0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400,48.6000=48.6000=64.8000=97.2000=129.6000=162.0000=129.6000=97.2000=64.8000=48.6000,64.8000=64.8000=81.0000=162.0000=243.0000=324.0000=243.0000=162.0000=81.0000=64.8000,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.952=3.726=5.5=7.275=8.872=8.428=7.275=5.5=3.726=1.952,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,44,250,0,0,44.181,20.880,0.00,162.0000=162.0000=270.0000=540.0000=810.0000=1080.0000=810.0000=540.0000=270.0000=162.0000,108.0000=108.0000=135.0000=270.0000=405.0000=540.0000=405.0000=270.0000=135.0000=108.0000,2.342=6.246=10.735=14.053=19.517=17.175=12.101=7.417=3.903=1.952,3
陆军直升机,现代,25000,0.002,0.006,16,51.676,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,30.0000=30.0000=33.0000=42.0000=51.0000=60.0000=51.0000=42.0000=33.0000=30.0000,0.750,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,4,0.048,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3400=0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400,81.0000=81.0000=108.0000=162.0000=216.0000=270.0000=216.0000=162.0000=108.0000=81.0000,108.0000=108.0000=135.0000=270.0000=405.0000=540.0000=405.0000=270.0000=135.0000=108.0000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,3.101=5.92=8.738=11.557=14.094=13.39=11.557=8.738=5.92=3.101,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,44,300,0,0,50.315,34.800,0.00,270.0000=270.0000=450.0000=900.0000=1350.0000=1800.0000=1350.0000=900.0000=450.0000=270.0000,180.0000=180.0000=225.0000=450.0000=675.0000=900.0000=675.0000=450.0000=225.0000=180.0000,3.721=9.922=17.054=22.325=31.008=27.287=19.225=11.783=6.202=3.101,3
