武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,部队摩托化时卡车成本系数,部队非摩托化时卡车成本系数,血量,突破（10阶段）,堑壕防御,对地硬攻（10阶段）,对地软攻（10阶段）,对海伤害（10阶段）,武器定位
防空自行火炮,二战,1300,0.002,0.006,32,36.858,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,48.0000=48.0000=48.0000=48.0000=52.8000=67.2000=81.6000=96.0000=81.6000=67.2000,0.300,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,10.4,0.125,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,5.1840=5.1840=5.1840=6.2208=8.9856=11.7504=14.5152=17.2800=14.5152=11.7504,19.2000=19.2000=19.2000=19.2000=38.4000=57.6000=76.8000=96.0000=76.8000=57.6000,0.0800=0.0800=0.0800=0.0800=0.1100=0.1400=0.1700=0.2000=0.1700=0.1400,4.6080=4.6080=4.6080=4.6080=6.1440=9.2160=12.2880=15.3600=12.2880=9.2160,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,89,10,0.12,0.02,38.728,28.800,0.00,23.0400=23.0400=23.0400=30.7200=61.4400=92.1600=122.8800=153.6000=122.8800=92.1600,30.7200=30.7200=30.7200=30.7200=61.4400=92.1600=122.8800=153.6000=122.8800=92.1600,1.353=3.609=6.202=8.119=11.277=9.924=6.992=4.285=2.255=1.128,1
防空自行火炮,冷战,4500,0.002,0.006,32,43.439,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,72.0000=72.0000=72.0000=72.0000=79.2000=100.8000=122.4000=144.0000=122.4000=100.8000,0.450,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,52.2,0.626,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,7.7760=7.7760=7.7760=9.3312=13.4784=17.6256=21.7728=25.9200=21.7728=17.6256,28.8000=28.8000=28.8000=28.8000=57.6000=86.4000=115.2000=144.0000=115.2000=86.4000,0.0800=0.0800=0.0800=0.0800=0.1100=0.1400=0.1700=0.2000=0.1700=0.1400,6.9120=6.9120=6.9120=6.9120=9.2160=13.8240=18.4320=23.0400=18.4320=13.8240,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,89,15,0.12,0.02,43.832,43.200,0.00,34.5600=34.5600=34.5600=46.0800=92.1600=138.2400=184.3200=230.4000=184.3200=138.2400,46.0800=46.0800=46.0800=46.0800=92.1600=138.2400=184.3200=230.4000=184.3200=138.2400,2.27=6.055=10.406=13.623=18.921=16.65=11.731=7.19=3.784=1.892,1
防空自行火炮,现代,32000,0.002,0.006,32,51.912,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,120.0000=120.0000=120.0000=120.0000=132.0000=168.0000=204.0000=240.0000=204.0000=168.0000,0.750,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,512,6.144,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,12.9600=12.9600=12.9600=15.5520=22.4640=29.3760=36.2880=43.2000=36.2880=29.3760,48.0000=48.0000=48.0000=48.0000=96.0000=144.0000=192.0000=240.0000=192.0000=144.0000,0.0800=0.0800=0.0800=0.0800=0.1100=0.1400=0.1700=0.2000=0.1700=0.1400,11.5200=11.5200=11.5200=11.5200=15.3600=23.0400=30.7200=38.4000=30.7200=23.0400,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,89,20,0.12,0.02,50.615,72.000,0.00,57.6000=57.6000=57.6000=76.8000=153.6000=230.4000=307.2000=384.0000=307.2000=230.4000,76.8000=76.8000=76.8000=76.8000=153.6000=230.4000=307.2000=384.0000=307.2000=230.4000,3.806=10.149=17.443=22.835=31.715=27.909=19.663=12.052=6.343=3.171,1
便携式防空导弹,冷战,200,0.002,0.006,1,40.509,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,0.6750=0.7425=0.9450=1.1475=1.3500=1.1475=0.9450=0.7425=0.6750=0.6750,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,2.32,0.028,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400,0.2430=0.3240=0.4860=0.6480=0.8100=0.6480=0.4860=0.3240=0.2430=0.2430,0.3600=0.4500=0.9000=1.3500=1.8000=1.3500=0.9000=0.4500=0.3600=0.3600,0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750=0.1375=0.1000=0.1000,0.4050=0.4050=0.6750=1.0125=1.3500=1.0125=0.6750=0.4050=0.4050=0.4050,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=4.59=11.475=22.95=39.015=45.9=41.31=32.13=18.36=9.18,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,2,4,0,0,40.102,0.450,0.00,0.6750=1.1250=2.2500=3.3750=4.5000=3.3750=2.2500=1.1250=0.6750=0.6750,0.3600=0.4500=0.9000=1.3500=1.8000=1.3500=0.9000=0.4500=0.3600=0.3600,1.506=4.015=6.901=9.034=12.547=11.042=7.779=4.768=2.509=1.255,0
便携式防空导弹,现代,500,0.002,0.006,1,47.957,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,1.1250=1.2375=1.5750=1.9125=2.2500=1.9125=1.5750=1.2375=1.1250=1.1250,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,8,0.096,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400,0.4050=0.5400=0.8100=1.0800=1.3500=1.0800=0.8100=0.5400=0.4050=0.4050,0.6000=0.7500=1.5000=2.2500=3.0000=2.2500=1.5000=0.7500=0.6000=0.6000,0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750=0.1375=0.1000=0.1000,0.6750=0.6750=1.1250=1.6875=2.2500=1.6875=1.1250=0.6750=0.6750=0.6750,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=5.44=13.6=27.2=46.24=54.4=48.96=38.08=21.76=10.88,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,2,4,0,0,45.581,0.750,0.00,1.1250=1.8750=3.7500=5.6250=7.5000=5.6250=3.7500=1.8750=1.1250=1.1250,0.6000=0.7500=1.5000=2.2500=3.0000=2.2500=1.5000=0.7500=0.6000=0.6000,2.382=6.352=10.917=14.292=19.85=17.468=12.307=7.543=3.97=1.985,0
轮式装甲车,一战,300,0.002,0.006,14,32.481,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,18.9000=20.7900=26.4600=32.1300=37.8000=32.1300=26.4600=20.7900=18.9000=18.9000,0.480,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,1.8,0.022,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,4.5360=6.0480=9.0720=12.0960=15.1200=12.0960=9.0720=6.0480=4.5360=4.5360,6.0480=7.5600=15.1200=22.6800=30.2400=22.6800=15.1200=7.5600=6.0480=6.0480,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,39,8,0.12,0.02,40.976,30.240,0.00,22.6800=37.8000=75.6000=113.4000=151.2000=113.4000=75.6000=37.8000=22.6800=22.6800,20.1600=25.2000=50.4000=75.6000=100.8000=75.6000=50.4000=25.2000=20.1600=20.1600,0.829=2.211=3.8=4.974=6.909=6.08=4.283=2.625=1.382=0.691,2
轮式装甲车,二战,400,0.002,0.006,14,35.748,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,31.5000=34.6500=44.1000=53.5500=63.0000=53.5500=44.1000=34.6500=31.5000=31.5000,0.800,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,3.2,0.038,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,7.5600=10.0800=15.1200=20.1600=25.2000=20.1600=15.1200=10.0800=7.5600=7.5600,10.0800=12.6000=25.2000=37.8000=50.4000=37.8000=25.2000=12.6000=10.0800=10.0800,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,39,15,0.12,0.02,43.316,50.400,0.00,37.8000=63.0000=126.0000=189.0000=252.0000=189.0000=126.0000=63.0000=37.8000=37.8000,33.6000=42.0000=84.0000=126.0000=168.0000=126.0000=84.0000=42.0000=33.6000=33.6000,1.153=3.076=5.287=6.921=9.612=8.459=5.96=3.653=1.922=0.961,2
轮式装甲车,冷战,1200,0.002,0.006,14,42.182,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,47.2500=51.9750=66.1500=80.3250=94.5000=80.3250=66.1500=51.9750=47.2500=47.2500,1.200,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,13.92,0.167,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,11.3400=15.1200=22.6800=30.2400=37.8000=30.2400=22.6800=15.1200=11.3400=11.3400,15.1200=18.9000=37.8000=56.7000=75.6000=56.7000=37.8000=18.9000=15.1200=15.1200,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,39,20,0.12,0.02,48.232,75.600,0.00,56.7000=94.5000=189.0000=283.5000=378.0000=283.5000=189.0000=94.5000=56.7000=56.7000,50.4000=63.0000=126.0000=189.0000=252.0000=189.0000=126.0000=63.0000=50.4000=50.4000,1.942=5.18=8.903=11.654=16.187=14.244=10.036=6.151=3.237=1.619,2
轮式装甲车,现代,3500,0.002,0.006,14,49.8,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,78.7500=86.6250=110.2500=133.8750=157.5000=133.8750=110.2500=86.6250=78.7500=78.7500,2.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,56,0.672,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,18.9000=25.2000=37.8000=50.4000=63.0000=50.4000=37.8000=25.2000=18.9000=18.9000,25.2000=31.5000=63.0000=94.5000=126.0000=94.5000=63.0000=31.5000=25.2000=25.2000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,39,25,0.12,0.02,53.927,126.000,0.00,94.5000=157.5000=315.0000=472.5000=630.0000=472.5000=315.0000=157.5000=94.5000=94.5000,84.0000=105.0000=210.0000=315.0000=420.0000=315.0000=210.0000=105.0000=84.0000=84.0000,3.045=8.121=13.958=18.273=25.379=22.334=15.735=9.644=5.076=2.538,2
履带式步兵战车,冷战,3500,0.002,0.006,16,43.2,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,90.0000=99.0000=126.0000=153.0000=180.0000=153.0000=126.0000=99.0000=90.0000=90.0000,3.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,40.6,0.487,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200,32.4000=43.2000=64.8000=86.4000=108.0000=86.4000=64.8000=43.2000=32.4000=32.4000,34.5600=43.2000=86.4000=129.6000=172.8000=129.6000=86.4000=43.2000=34.5600=34.5600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,44,15,0.12,0.02,49.527,144.000,0.00,129.6000=216.0000=432.0000=648.0000=864.0000=648.0000=432.0000=216.0000=129.6000=129.6000,115.2000=144.0000=288.0000=432.0000=576.0000=432.0000=288.0000=144.0000=115.2000=115.2000,2.208=5.888=10.12=13.248=18.4=16.192=11.408=6.992=3.68=1.84,2
履带式步兵战车,现代,8500,0.002,0.006,16,50.646,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,150.0000=165.0000=210.0000=255.0000=300.0000=255.0000=210.0000=165.0000=150.0000=150.0000,5.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,136,1.632,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200,54.0000=72.0000=108.0000=144.0000=180.0000=144.0000=108.0000=72.0000=54.0000=54.0000,57.6000=72.0000=144.0000=216.0000=288.0000=216.0000=144.0000=72.0000=57.6000=57.6000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,44,20,0.12,0.02,55.004,240.000,0.00,216.0000=360.0000=720.0000=1080.0000=1440.0000=1080.0000=720.0000=360.0000=216.0000=216.0000,192.0000=240.0000=480.0000=720.0000=960.0000=720.0000=480.0000=240.0000=192.0000=192.0000,3.35=8.934=15.355=20.101=27.918=24.567=17.309=10.609=5.584=2.792,2
无人机,现代,8000,0.002,0.006,2,50.588,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,1.5000=1.5000=1.5000=1.6500=2.1000=2.5500=3.0000=2.5500=2.1000=1.6500,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,128,1.536,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3600=0.3600=0.3600=0.3600=0.5400=0.7200=0.9000=0.7200=0.5400=0.3600,1.3500=1.3500=1.6200=2.3400=3.0600=3.7800=4.5000=3.7800=3.0600=2.3400,12.0000=12.0000=12.0000=24.0000=36.0000=48.0000=60.0000=48.0000=36.0000=24.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,5,160,0,0,48.93,1.500,0.00,4.5000=4.5000=6.0000=12.0000=18.0000=24.0000=30.0000=24.0000=18.0000=12.0000,6.0000=6.0000=6.0000=12.0000=18.0000=24.0000=30.0000=24.0000=18.0000=12.0000,3.329=8.878=15.259=19.976=27.744=24.415=17.201=10.543=5.549=2.774,3
陆军直升机,冷战,6000,0.002,0.006,16,43.714,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,18.0000=18.0000=19.8000=25.2000=30.6000=36.0000=30.6000=25.2000=19.8000=18.0000,0.450,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,69.6,0.835,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3400=0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400,64.8000=64.8000=86.4000=129.6000=172.8000=216.0000=172.8000=129.6000=86.4000=64.8000,86.4000=86.4000=108.0000=216.0000=324.0000=432.0000=324.0000=216.0000=108.0000=86.4000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,44,250,0,0,44.181,36.000,0.00,216.0000=216.0000=360.0000=720.0000=1080.0000=1440.0000=1080.0000=720.0000=360.0000=216.0000,144.0000=144.0000=180.0000=360.0000=540.0000=720.0000=540.0000=360.0000=180.0000=144.0000,2.342=6.246=10.735=14.053=19.517=17.175=12.101=7.417=3.903=1.952,3
陆军直升机,现代,25000,0.002,0.006,16,51.676,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,30.0000=30.0000=33.0000=42.0000=51.0000=60.0000=51.0000=42.0000=33.0000=30.0000,0.750,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,4,0.048,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3400=0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400,108.0000=108.0000=144.0000=216.0000=288.0000=360.0000=288.0000=216.0000=144.0000=108.0000,144.0000=144.0000=180.0000=360.0000=540.0000=720.0000=540.0000=360.0000=180.0000=144.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,44,300,0,0,50.315,60.000,0.00,360.0000=360.0000=600.0000=1200.0000=1800.0000=2400.0000=1800.0000=1200.0000=600.0000=360.0000,240.0000=240.0000=300.0000=600.0000=900.0000=1200.0000=900.0000=600.0000=300.0000=240.0000,3.721=9.922=17.054=22.325=31.008=27.287=19.225=11.783=6.202=3.101,3
