"国家分组TAG","国家分组_中文","城市名_中文","城市名_英文","国家ID","国家颜色","国家分组_英文","国家内序号","国家保留城市数","保留原因","同州删除城市","同州原城市数","生效日期","城市省份ID","胜利点","城市人口_原版无独立字段","人口口径","所属地区人口","所属地区ID","所属地区_中文","所属地区_英文","地区类型","地区建筑槽","本地补给","地区省份数","拥有者TAG","拥有者_中文","拥有者_英文","控制者TAG","核心TAG","宣称TAG","省份类型","地形","是否沿海","大陆","大陆ID","省份RGB","地图X","地图高度Y","地图Z","地图旋转","地图缩放","是否补给节点","补给节点等级字段","铁路经过数量","铁路最高等级","地区资源","地区建筑","本省建筑","城市特殊名_中文","城市特殊名_英文","来源州文件"
"SPR","西班牙","雷阿尔城","Ciudad Real","25","#991B6A","Spanish Empire","12","26","胜利点最高；城市名匹配地区名","","1","base","6832","1","","所属地区manpower","526903","175","雷阿尔城","Ciudad Real","rural","2","11.0","10","SPR","西班牙","Spanish Empire","","SPR","","land","plains","false","europe","1","88,24,181","2738.37","12.00","1301.90","1.57","0.22","no","","1","1","","{""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\175-Ciudad Real.txt"
"SPR","西班牙","布尔戈斯","Burgos","25","#991B6A","Spanish Empire","13","26","胜利点最高；城市名匹配地区名；补给节点","","1","base","885","3","","所属地区manpower","739760","176","布尔戈斯","Burgos","rural","2","9.0","13","SPR","西班牙","Spanish Empire","","SPR","","land","hills","false","europe","1","4,93,10","2748.88","13.00","1367.72","-1.57","0.16","yes","1","2","1","","{""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\176-Burgos.txt"
"SPR","西班牙","马略卡岛帕尔马","Palma de Mallorca","25","#991B6A","Spanish Empire","14","26","胜利点最高","","1","base","9793","1","","所属地区manpower","365500","177","巴利阿里群岛","Islas Baleares","rural","2","0.0","3","SPR","西班牙","Spanish Empire","","SPR","CAT","land","plains","true","europe","1","130,42,184","2849.11","9.80","1317.59","-1.57","0.24","no","","0","0","","{""air_base"": 1, ""infrastructure"": 3}","{""naval_base"": 2}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\177-Balearic Islands.txt"
"SPR","西班牙","圣克鲁兹-德特内里费","Santa Cruz de Tenerife","25","#991B6A","Spanish Empire","15","26","胜利点最高","","1","base","13071","1","","所属地区manpower","561347","178","加那利群岛","Islas Canarias","small_island","1","0.0","1","SPR","西班牙","Spanish Empire","","SPR","","land","hills","true","africa","5","255,61,129","2550.37","9.50","1115.81","1.57","0.56","no","","0","0","","{""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\178-Canary islands.txt"
"SPR","西班牙","休达","Ceuta","25","#991B6A","Spanish Empire","16","26","胜利点最高；补给节点","梅利利亚(2); 得土安(1)","3","base","9945","3","","所属地区manpower","744000","290","西属非洲","Spanish Africa","rural","2","0.0","6","SPR","西班牙","Spanish Empire","","MOR;RIF","","land","urban","true","africa","5","131,12,29","2721.04","9.70","1246.42","1.57","0.22","yes","1","1","1","{""steel"": 40}","{""air_base"": 3, ""infrastructure"": 2}","{""naval_base"": 3}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\290-Spanish Africa.txt"
"SPR","西班牙","马拉博","Malabo","25","#991B6A","Spanish Empire","17","26","胜利点最高","","1","base","1903","1","","所属地区manpower","185000","297","赤道几内亚","Equatorial Guinea","enclave","0","0.0","2","SPR","西班牙","Spanish Empire","","EQG","","land","plains","true","africa","5","9,15,95","2942.09","9.50","708.70","1.57","0.16","no","","0","0","","{""infrastructure"": 1}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\297-Belgian Africa.txt"
"SPR","西班牙","阿尤恩","Laayoune","25","#991B6A","Spanish Empire","18","26","胜利点最高","","1","base","8038","1","","所属地区manpower","21056","699","里奥德奥罗","Rio de Oro","wasteland","0","0.0","6","SPR","西班牙","Spanish Empire","","WES","","land","desert","true","africa","5","93,117,41","2598.80","9.66","1094.00","1.57","0.64","no","","0","0","","{""infrastructure"": 1}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\699-Rio de Oro.txt"
"SPR","西班牙","西迪伊夫尼","Sidi Ifni","25","#991B6A","Spanish Empire","19","26","胜利点最高；城市名匹配地区名","","1","base","12857","1","","所属地区manpower","11043","783","西迪伊夫尼","Sidi Ifni","pastoral","1","0.0","1","SPR","西班牙","Spanish Empire","","MOR","","land","hills","true","africa","5","177,165,212","2647.76","9.80","1130.89","-1.57","0.20","no","","0","0","","{""infrastructure"": 1}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\783-Sidi Ifni.txt"
"SPR","西班牙","萨拉曼卡","Salamanca","25","#991B6A","Spanish Empire","20","26","胜利点最高；城市名匹配地区名","","1","base","3874","1","","所属地区manpower","364601","788","萨拉曼卡","Salamanca","pastoral","1","0.0","6","SPR","西班牙","Spanish Empire","","SPR","","land","plains","false","europe","1","46,78,43","2717.44","12.70","1341.01","-1.57","0.20","no","","0","0","{""tungsten"": 10.0}","{""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\788-Salamanca.txt"
"SPR","西班牙","科尔多瓦","Córdoba","25","#991B6A","Spanish Empire","21","26","胜利点最高；城市名匹配地区名；补给节点","","1","base","875","3","","所属地区manpower","1428513","789","科尔多瓦","Córdoba","town","4","0.0","12","SPR","西班牙","Spanish Empire","","SPR","","land","hills","false","europe","1","4,75,225","2732.52","11.55","1286.00","-1.57","0.20","yes","1","3","2","","{""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\789-Cordoba.txt"
"SPR","西班牙","奥维耶多","Oviedo","25","#991B6A","Spanish Empire","22","26","胜利点最高；补给节点","","1","base","11707","3","","所属地区manpower","1197252","790","阿斯图里亚斯","Asturias","large_town","5","0.0","9","SPR","西班牙","Spanish Empire","","SPR","","land","hills","true","europe","1","171,174,167","2717.80","10.98","1387.00","-1.57","0.20","yes","1","2","1","{""coal"": 6}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 2}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\790-Asturias.txt"
"SPR","西班牙","巴利亚多利德","Valladolid","25","#991B6A","Spanish Empire","23","26","胜利点最高；城市名匹配地区名；补给节点","","1","base","11825","3","","所属地区manpower","713628","791","巴利亚多利德","Valladolid","rural","2","0.0","13","SPR","西班牙","Spanish Empire","","SPR","","land","plains","false","europe","1","172,108,77","2732.20","12.40","1354.80","-1.57","0.16","yes","1","5","2","{""coal"": 2, ""tungsten"": 10.0}","{""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\791-Valladolid.txt"
"SPR","西班牙","毕尔巴鄂","Bilbao","25","#991B6A","Spanish Empire","24","26","胜利点最高；补给节点","","1","base","740","10","","所属地区manpower","928094","792","巴斯克","País Vasco","town","4","0.0","4","SPR","西班牙","Spanish Empire","","NAV;SPR","","land","urban","true","europe","1","3,153,170","2758.20","9.80","1384.88","-1.57","0.20","yes","1","4","2","{""steel"": 8.0}","{""air_base"": 1, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\792-Basque Country.txt"
"SPR","西班牙","昆卡","Cuenca","25","#991B6A","Spanish Empire","25","26","胜利点最高；补给节点","","1","base","3945","1","","所属地区manpower","527697","793","瓜达拉哈拉","Guadalajara","rural","2","0.0","14","SPR","西班牙","Spanish Empire","","SPR","","land","hills","false","europe","1","46,162,133","2775.79","13.90","1322.13","-1.57","0.24","yes","1","1","1","","{""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\793-Guadalajara.txt"
"SPR","西班牙","卡斯佩","Caspe","25","#991B6A","Spanish Empire","26","26","胜利点最高","","1","base","3954","1","","所属地区manpower","387366","794","东阿拉贡","Eastern Aragón","pastoral","1","0.0","14","SPR","西班牙","Spanish Empire","","SPR","","land","hills","false","europe","1","46,171,128","2803.16","11.15","1344.00","-1.57","0.20","no","","1","2","","{""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\794-Eastern Aragon.txt"
"SWE","瑞典","耶夫勒","Gävle","105","#8A87ED","Kingdom of Sweden","1","20","胜利点最高","","2","base","11091","2","","所属地区manpower","931955","38","耶夫勒堡","Gävleborg","town","4","0.0","26","SWE","瑞典","Kingdom of Sweden","","SWE","","land","forest","true","europe","1","168,72,67","3069.84","9.76","1748.00","1.57","0.24","no","","1","1","","{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\38-Sweden.txt"
"SWE","瑞典","松兹瓦尔","Sundsvall","105","#8A87ED","Kingdom of Sweden","2","20","用户规则：大国/空旷国家补点","","2","base","130","1","","所属地区manpower","931955","38","耶夫勒堡","Gävleborg","town","4","0.0","26","SWE","瑞典","Kingdom of Sweden","","SWE","","land","forest","true","europe","1","0,120,225","3077.12","10.71","1803.00","1.57","0.32","no","","1","1","","{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\38-Sweden.txt"
"SWE","瑞典","维斯比","Visby","105","#8A87ED","Kingdom of Sweden","3","20","胜利点最高","","1","base","408","1","","所属地区manpower","56988","124","哥特兰","Gotland","small_island","1","0.0","2","SWE","瑞典","Kingdom of Sweden","","SWE","","land","plains","true","europe","1","1,210,195","3095.92","9.70","1685.00","1.57","0.30","no","","0","0","","{""infrastructure"": 3}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\124-Gotland.txt"
"SWE","瑞典","马尔默","Malmö","105","#8A87ED","Kingdom of Sweden","4","20","胜利点最高；补给节点","赫尔辛堡(1)","3","base","9279","5","","所属地区manpower","1047701","138","斯科讷","Skåne","city","6","0.0","11","SWE","瑞典","Kingdom of Sweden","","SWE","","land","plains","true","europe","1","127,54,19","3009.37","9.62","1635.00","1.57","0.18","yes","1","2","2","{""coal"": 2}","{""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""coastal_bunker"": 1, ""naval_base"": 5}","DEN:马尔默","DEN:Malmø","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\138-Skane.txt"
"SWE","瑞典","卡尔斯克鲁纳","Karlskrona","105","#8A87ED","Kingdom of Sweden","5","20","用户规则：大国/空旷国家补点","","3","base","11215","1","","所属地区manpower","1047701","138","斯科讷","Skåne","city","6","0.0","11","SWE","瑞典","Kingdom of Sweden","","SWE","","land","plains","true","europe","1","169,0,202","3045.48","9.70","1650.00","1.57","0.18","yes","1","1","1","{""coal"": 2}","{""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""coastal_bunker"": 3, ""naval_base"": 5}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\138-Skane.txt"
"SWE","瑞典","卡尔马","Kalmar","105","#8A87ED","Kingdom of Sweden","6","20","胜利点最高","博里霍姆(1)","3","base","299","2","","所属地区manpower","390366","139","斯莫兰","Småland","rural","2","5.0","13","SWE","瑞典","Kingdom of Sweden","","SWE","","land","forest","true","europe","1","1,81,180","3059.96","9.70","1660.75","-1.57","0.24","no","","0","0","{""steel"": 4}","{""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\139-Smaland.txt"
"SWE","瑞典","延雪平","Jönköping","105","#8A87ED","Kingdom of Sweden","7","20","用户规则：大国/空旷国家补点","","3","base","9329","1","","所属地区manpower","390366","139","斯莫兰","Småland","rural","2","5.0","13","SWE","瑞典","Kingdom of Sweden","","SWE","","land","forest","false","europe","1","127,111,214","3028.88","10.66","1679.00","-1.57","0.32","no","","1","2","{""steel"": 4}","{""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\139-Smaland.txt"
"SWE","瑞典","哥德堡","Göteborg","105","#8A87ED","Kingdom of Sweden","8","20","胜利点最高；补给节点","","1","base","383","10","","所属地区manpower","889962","140","西约特兰","Västergötland","town","4","0.0","10","SWE","瑞典","Kingdom of Sweden","","SWE","","land","urban","true","europe","1","1,183,155","2993.84","9.70","1681.00","1.57","0.24","yes","1","3","2","{""coal"": 1, ""steel"": 2}","{""air_base"": 1, ""arms_factory"": 1, ""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""coastal_bunker"": 5, ""naval_base"": 5}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\140-Vaster Gotland.txt"
"SWE","瑞典","斯德哥尔摩","Stockholm","105","#8A87ED","Kingdom of Sweden","9","20","胜利点最高；补给节点","","2","base","6050","20","","所属地区manpower","1488181","141","南曼兰","Södermanland","city","6","0.0","21","SWE","瑞典","Kingdom of Sweden","","SWE","","land","urban","true","europe","1","84,30,31","3085.48","9.90","1723.84","-1.57","0.24","yes","1","3","2","{""aluminium"": 2, ""steel"": 24}","{""air_base"": 6, ""arms_factory"": 2, ""dockyard"": 1, ""industrial_complex"": 3, ""infrastructure"": 4}","{""coastal_bunker"": 3, ""naval_base"": 5}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\141-Sodermanland.txt"
"SWE","瑞典","乌普萨拉","Uppsala","105","#8A87ED","Kingdom of Sweden","10","20","用户规则：大国/空旷国家补点","","2","base","9149","3","","所属地区manpower","1488181","141","南曼兰","Södermanland","city","6","0.0","21","SWE","瑞典","Kingdom of Sweden","","SWE","","land","plains","false","europe","1","126,111,9","3085.52","9.70","1732.00","-1.57","0.24","no","","1","1","{""aluminium"": 2, ""steel"": 24}","{""air_base"": 6, ""arms_factory"": 2, ""dockyard"": 1, ""industrial_complex"": 3, ""infrastructure"": 4}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\141-Sodermanland.txt"
"SWE","瑞典","吕勒奥","Luleå","105","#8A87ED","Kingdom of Sweden","11","20","胜利点最高；补给节点","耶利瓦勒(1)","4","base","9108","2","","所属地区manpower","100222","666","北博滕","Norrbotten","rural","2","0.0","32","SWE","瑞典","Kingdom of Sweden","","SWE;SMI","","land","forest","true","europe","1","126,60,144","3137.92","10.25","1871.00","1.57","0.34","yes","1","3","1","{""chromium"": 25, ""steel"": 50, ""tungsten"": 44}","{""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 2}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\666-Norrnorrland.txt"
"SWE","瑞典","基律纳","Kiruna","105","#8A87ED","Kingdom of Sweden","12","20","用户规则：大国/空旷国家补点","","4","base","3095","1","","所属地区manpower","100222","666","北博滕","Norrbotten","rural","2","0.0","32","SWE","瑞典","Kingdom of Sweden","","SWE;SMI","","land","forest","false","europe","1","42,90,178","3131.32","11.77","1921.00","-1.57","0.36","no","","1","1","{""chromium"": 25, ""steel"": 50, ""tungsten"": 44}","{""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\666-Norrnorrland.txt"
"SWE","瑞典","哈帕兰达","Haparanda","105","#8A87ED","Kingdom of Sweden","13","20","用户规则：大国/空旷国家补点","","4","base","9147","1","","所属地区manpower","100222","666","北博滕","Norrbotten","rural","2","0.0","32","SWE","瑞典","Kingdom of Sweden","","SWE;SMI","","land","forest","true","europe","1","126,108,89","3168.92","10.40","1885.00","1.57","0.34","no","","1","1","{""chromium"": 25, ""steel"": 50, ""tungsten"": 44}","{""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\666-Norrnorrland.txt"
"SWE","瑞典","林雪平","Linköping","105","#8A87ED","Kingdom of Sweden","14","20","胜利点最高","","2","base","9393","2","","所属地区manpower","505226","913","东约特兰","Östergötland","town","4","11.0","11","SWE","瑞典","Kingdom of Sweden","","SWE","","land","forest","false","europe","1","127,192,29","3048.64","9.80","1696.00","1.57","0.22","no","","1","2","{""steel"": 3}","{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\913-Ostergotland.txt"
"SWE","瑞典","北雪平","Norrköping","105","#8A87ED","Kingdom of Sweden","15","20","用户规则：大国/空旷国家补点","","2","base","11380","1","","所属地区manpower","505226","913","东约特兰","Östergötland","town","4","11.0","11","SWE","瑞典","Kingdom of Sweden","","SWE","","land","forest","true","europe","1","169,195,157","3064.52","9.70","1697.00","-1.57","0.28","yes","1","1","2","{""steel"": 3}","{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\913-Ostergotland.txt"
"SWE","瑞典","乌德瓦拉","Uddevalla","105","#8A87ED","Kingdom of Sweden","16","20","胜利点最高","","1","base","6310","1","","所属地区manpower","96212","915","布胡斯兰","Bohuslän","rural","2","0.0","2","SWE","瑞典","Kingdom of Sweden","","SWE","","land","forest","true","europe","1","85,81,46","2988.02","9.50","1690.00","1.57","0.22","no","","0","0","","{""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\915-Bohuslan.txt"
"SWE","瑞典","法伦","Falun","105","#8A87ED","Kingdom of Sweden","17","20","胜利点最高","","1","base","156","1","","所属地区manpower","249717","916","达拉纳","Dalarna","rural","2","0.0","18","SWE","瑞典","Kingdom of Sweden","","SWE","","land","plains","false","europe","1","0,153,45","3041.84","10.56","1752.00","1.57","0.24","no","","0","0","{""steel"": 20}","{""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\916-Dalarna.txt"
"SWE","瑞典","厄斯特松德","Östersund","105","#8A87ED","Kingdom of Sweden","18","20","胜利点最高","","1","base","11148","1","","所属地区manpower","65000","917","耶姆特兰","Jämtland","rural","2","0.0","19","SWE","瑞典","Kingdom of Sweden","","SWE;SMI","","land","forest","false","europe","1","168,138,157","3048.84","9.66","1833.00","1.57","0.24","no","","0","0","{""steel"": 20}","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\917-Jamtland.txt"
"SWE","瑞典","于默奥","Umeå","105","#8A87ED","Kingdom of Sweden","19","20","胜利点最高","威廉明娜(1)","2","base","6132","2","","所属地区manpower","315105","918","西博滕","Västerbotten","rural","2","0.0","34","SWE","瑞典","Kingdom of Sweden","","SWE;SMI","","land","forest","true","europe","1","84,114,61","3123.30","9.87","1831.00","1.57","0.30","no","","0","0","{""chromium"": 15, ""steel"": 39, ""tungsten"": 35}","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\918-Vasterbotten.txt"
"SWE","瑞典","卡尔斯塔德","Karlstad","105","#8A87ED","Kingdom of Sweden","20","20","胜利点最高","","1","base","11114","1","","所属地区manpower","296653","919","韦姆兰","Värmland","rural","2","0.0","10","SWE","瑞典","Kingdom of Sweden","","SWE","","land","forest","false","europe","1","168,99,7","3009.84","10.40","1727.00","1.57","0.24","no","","0","0","{""steel"": 4}","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\919-Varmland.txt"
"SWI","瑞士","伯尔尼","Bern","94","#006E12","Helvetic Junta","1","4","胜利点最高；补给节点","苏黎世(10)","2","base","9620","15","","所属地区manpower","1216838","3","瑞士高原","Swiss Plateau","city","6","0.0","5","SWI","瑞士","Helvetic Junta","","SWI","","land","urban","false","europe","1","129,48,204","2919.30","12.09","1454.00","1.57","0.16","yes","1","2","2","","{""air_base"": 4, ""arms_factory"": 3, ""industrial_complex"": 3, ""infrastructure"": 4}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\3-Swiss Plateau.txt"
"SWI","瑞士","库尔","Chur","94","#006E12","Helvetic Junta","2","4","胜利点最高","","1","base","658","1","","所属地区manpower","598920","151","东瑞士阿尔卑斯","Eastern Swiss Alps","rural","2","0.0","5","SWI","瑞士","Helvetic Junta","","SWI","","land","mountain","false","europe","1","3,51,140","2947.64","14.25","1449.00","1.57","0.16","no","","1","2","{""aluminium"": 15}","{""industrial_complex"": 1, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\151-Eastern Swiss Alps.txt"
"SWI","瑞士","日内瓦","Genève","94","#006E12","Helvetic Junta","3","4","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1","巴塞尔(5)","2","base","6666","5","","所属地区manpower","2067296","845","汝拉山脉","Jura Mountains","large_town","5","0.0","5","SWI","瑞士","Helvetic Junta","","SWI","","land","forest","false","europe","1","87,45,76","2901.56","10.40","1442.48","1.57","0.26","no","","0","0","{""aluminium"": 18, ""coal"": 1}","{""arms_factory"": 1, ""industrial_complex"": 2, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\845-Jura Mountains.txt"
"SWI","瑞士","卢加诺","Lugano","94","#006E12","Helvetic Junta","4","4","胜利点最高","","1","base","9600","1","","所属地区manpower","160553","846","提契诺","Ticino","town","4","0.0","2","SWI","瑞士","Helvetic Junta","","SWI","","land","mountain","false","europe","1","129,24,79","2945.03","11.50","1435.46","1.57","0.18","no","","1","2","{""aluminium"": 15}","{""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\846-Ticino.txt"
"SYR","叙利亚共和国","大马士革","Damascus","72","#24B1AA","Kingdom of Syria","1","4","胜利点最高；城市名匹配地区名；补给节点","","1","base","4111","5","","所属地区manpower","547797","554","大马士革","Damascus","rural","2","2.0","5","SYR","叙利亚共和国","Kingdom of Syria","","SYR","","land","urban","false","middle_east","7","47,105,143","3375.88","12.54","1206.00","-1.57","0.28","yes","1","4","1","","{""air_base"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\554-Syria.txt"
"SYR","叙利亚共和国","阿勒颇","Aleppo","72","#24B1AA","Kingdom of Syria","2","4","胜利点最高；城市名匹配地区名；补给节点","霍姆斯(1)","2","base","12473","3","","所属地区manpower","1325594","677","阿勒颇","Aleppo","town","4","2.0","7","SYR","叙利亚共和国","Kingdom of Syria","","SYR","","land","urban","false","middle_east","7","175,183,87","3381.12","10.61","1255.00","1.57","0.32","yes","1","2","2","","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\677-Aleppo.txt"
"SYR","叙利亚共和国","代尔祖尔","Deir az-Zur","72","#24B1AA","Kingdom of Syria","3","4","人工优先：省会/知名城市；胜利点最高；最高胜利点并列3选1；城市名匹配地区名","艾因阿拉伯(1); 卡米什利(1)","3","base","3942","1","","所属地区manpower","324110","680","代尔祖尔","Deir-az-Zur","wasteland","0","4.0","13","SYR","叙利亚共和国","Kingdom of Syria","","SYR;KUR","","land","desert","false","middle_east","7","46,159,168","3422.20","11.90","1243.89","-1.57","0.32","no","","0","0","","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\680-Deir-az-Zur.txt"
"SYR","叙利亚共和国","安塔基亚","Antakya","72","#24B1AA","Kingdom of Syria","4","4","胜利点最高","","1","base","12029","1","","所属地区manpower","234379","799","哈塔伊","Hatay","enclave","0","0.0","1","SYR","叙利亚共和国","Kingdom of Syria","","TUR;SYR","","land","mountain","true","middle_east","7","173,132,7","3373.88","12.30","1255.00","-1.57","0.32","no","","0","0","","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\799-Hatay.txt"
"TAN","唐努乌梁海","克孜勒","Kyzyl","","","Tannu Uriankhai","1","1","胜利点最高；补给节点","","1","base","10627","3","","所属地区manpower","85000","329","唐努图瓦","Tannu Tuva","rural","2","0.0","12","TAN","唐努乌梁海","Tannu Uriankhai","","TAN;SOV","","land","forest","false","asia","6","134,111,14","4284.08","14.63","1544.00","1.57","0.46","yes","1","0","0","{""chromium"": 2}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\329-Tannu Tuva.txt"
"TIB","西藏","昌都","Chamdo","64","#454839","Tibet","1","2","胜利点最高；城市名匹配地区名","","1","base","10856","1","","所属地区manpower","368200","601","昌都","Chamdo","wasteland","0","1.0","8","TIB","西藏","Tibet","","CHI;TIB;PRC","","land","desert","false","asia","6","135,141,74","4323.52","20.75","1174.00","1.57","0.72","no","","0","0","{""oil"": 2.0}","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\601-China 1.txt"
"TIB","西藏","拉萨","Lhasa","64","#454839","Tibet","2","2","胜利点最高；补给节点","","1","base","5033","5","","所属地区manpower","1000000","757","日喀则","Shigatse","rural","2","0.0","7","TIB","西藏","Tibet","","TIB","","land","desert","false","asia","6","51,135,73","4223.89","22.86","1136.00","1.57","0.40","yes","1","0","0","","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\757-Shigatse.txt"
"TUR","土耳其","安卡拉","Ankara","81","#F5308E","Turkey","1","29","胜利点最高；城市名匹配地区名；补给节点","埃斯基谢希尔(1)","3","base","11747","15","","所属地区manpower","810284","49","安卡拉","Ankara","town","4","7.0","11","TUR","土耳其","Turkey","","TUR","","land","urban","false","middle_east","7","172,12,137","3319.48","11.95","1322.00","1.57","0.28","yes","1","3","2","{""chromium"": 11, ""steel"": 28}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 2, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\49-Turkey.txt"
"TUR","土耳其","克勒克卡莱","Kırıkkale","81","#F5308E","Turkey","2","29","用户规则：大国/空旷国家补点","","3","base","804","5","","所属地区manpower","810284","49","安卡拉","Ankara","town","4","7.0","11","TUR","土耳其","Turkey","","TUR","","land","plains","false","middle_east","7","4,15,10","3329.02","11.15","1320.00","1.57","0.22","no","","1","1","{""chromium"": 11, ""steel"": 28}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 2, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\49-Turkey.txt"
"TUR","土耳其","伊兹密尔","Izmir","81","#F5308E","Turkey","3","29","胜利点最高；城市名匹配地区名","","2","base","4112","15","","所属地区manpower","1401889","339","伊兹密尔","Izmir","large_town","5","8.0","10","TUR","土耳其","Turkey","","TUR","","land","urban","true","middle_east","7","47,108,3","3226.58","9.90","1292.49","-1.57","0.24","no","","2","1","{""chromium"": 50}","{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 5}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\339-Izmir.txt"
"TUR","土耳其","马尼萨","Manisa","81","#F5308E","Turkey","4","29","用户规则：大国/空旷国家补点","","2","base","928","5","","所属地区manpower","1401889","339","伊兹密尔","Izmir","large_town","5","8.0","10","TUR","土耳其","Turkey","","TUR","","land","plains","false","middle_east","7","4,141,165","3236.30","10.09","1300.00","1.57","0.22","no","","1","1","{""chromium"": 50}","{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\339-Izmir.txt"
